背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
1,1,2020年9月8日,conclusive,4,7,18,124,,
1,1,2020年9月8日,contend,4,7,35,124,,
1,1,2020年9月8日,impose,4,7,14,123,,
1,1,2020年9月8日,nestle,4,7,96,128,,
1,0,,accommodate,4,7,61,126,,
1,0,,accuse,4,7,69,126,,
1,0,,adaptable,4,7,40,125,,
1,0,,aggressive,4,7,79,127,,
1,0,,alloy,4,7,76,127,,
1,0,,analytical,4,7,26,124,,
1,0,,appeal,4,7,83,127,,
1,0,,associate,4,7,81,127,,
1,0,,astronomy,4,7,99,128,,
1,0,,attach,4,7,5,123,,
1,0,,bang,4,7,95,128,,
1,0,,boast,4,7,3,123,,
1,0,,breed,4,7,64,126,,
1,0,,cane,4,7,22,124,,
1,0,,catalog,4,7,91,127,,
1,0,,clip,4,7,46,125,,
1,0,,compact,4,7,30,124,,
1,0,,companion,4,7,41,125,,
1,0,,compass,4,7,32,124,,
1,0,,coral,4,7,59,126,,
1,0,,correlate,4,7,75,127,,
1,0,,cottage,4,7,84,127,,
1,0,,declaration,4,7,72,126,,
1,0,,degrade,4,7,13,123,,
1,0,,deliberate,4,7,34,124,,
1,0,,dependable,4,7,48,125,,
1,0,,depict,4,7,98,128,,
1,0,,detection,4,7,73,126,,
1,0,,diverge,4,7,58,126,,
1,0,,documentation,4,7,42,125,,
1,0,,dose,4,7,6,123,,
1,0,,dye,4,7,65,126,,
1,0,,elementary,4,7,62,126,,
1,0,,embryo,4,7,49,125,,
1,0,,emphasis,4,7,80,127,,
1,0,,evaporate,4,7,94,128,,
1,0,,exceedingly,4,7,11,123,,
1,0,,exclude,4,7,87,127,,
1,0,,exterior,4,7,16,124,,
1,0,,fragile,4,7,67,126,,
1,0,,genuine,4,7,54,125,,
1,0,,guardian,4,7,89,127,,
1,0,,guesswork,4,7,97,128,,
1,0,,habitat,4,7,17,124,,
1,0,,inactivity,4,7,88,127,,
1,0,,inequality,4,7,52,125,,
1,0,,ivory,4,7,51,125,,
1,0,,lava,4,7,19,124,,
1,0,,layout,4,7,85,127,,
1,0,,lettuce,4,7,71,126,,
1,0,,linguistic,4,7,92,127,,
1,0,,mechanically,4,7,68,126,,
1,0,,meteor,4,7,20,124,,
1,0,,motivation,4,7,93,127,,
1,0,,mount,4,7,29,124,,
1,0,,mystify,4,7,8,123,,
1,0,,obstacle,4,7,86,127,,
1,0,,outlook,4,7,78,127,,
1,0,,overheat,4,7,24,124,,
1,0,,overshadow,4,7,70,126,,
1,0,,parasite,4,7,57,126,,
1,0,,passageway,4,7,38,125,,
1,0,,peculiarity,4,7,77,127,,
1,0,,persistent,4,7,1,123,,
1,0,,pollutant,4,7,12,123,,
1,0,,predecessor,4,7,56,125,,
1,0,,priest,4,7,21,124,,
1,0,,proficient,4,7,25,124,,
1,0,,protest,4,7,31,124,,
1,0,,pump,4,7,7,123,,
1,0,,radiant,4,7,15,124,,
1,0,,recruit,4,7,36,124,,
1,0,,refine,4,7,90,127,,
1,0,,regulate,4,7,44,125,,
1,0,,relay,4,7,2,123,,
1,0,,remarkable,4,7,33,124,,
1,0,,requisite,4,7,4,123,,
1,0,,restraint,4,7,9,123,,
1,0,,resume,4,7,53,125,,
1,0,,rhythm,4,7,28,124,,
1,0,,ridicule,4,7,23,124,,
1,0,,saint,4,7,82,127,,
1,0,,sediment,4,7,66,126,,
1,0,,sponsor,4,7,39,125,,
1,0,,spur,4,7,43,125,,
1,0,,stabilize,4,7,50,125,,
1,0,,superiority,4,7,55,125,,
1,0,,syllable,4,7,47,125,,
1,0,,temporal,4,7,10,123,,
1,0,,thorough,4,7,74,127,,
1,0,,troop,4,7,27,124,,
1,0,,typify,4,7,60,126,,
1,0,,vertebrate,4,7,63,126,,
1,0,,visibility,4,7,37,125,,
1,0,,wane,4,7,45,125,,
