背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
1,1,2020年9月8日,aisle,4,10,165,149,,
1,1,2020年9月8日,assume,4,10,78,144,,
1,1,2020年9月8日,deficit,4,10,95,145,,
1,1,2020年9月8日,devotion,4,10,77,144,,
1,1,2020年9月8日,earnest,4,10,164,149,,
1,1,2020年9月8日,incur,4,10,73,144,,
1,1,2020年9月8日,intervention,4,10,13,140,,
1,1,2020年9月8日,malfunction,4,10,166,149,,
1,1,2020年9月8日,parade,4,10,134,147,,
1,1,2020年9月8日,physiology,4,10,68,143,,
1,1,2020年9月8日,posit,4,10,87,144,,
1,1,2020年9月8日,sore,4,10,170,149,,
1,1,2020年9月8日,thereby,4,10,43,142,,
1,1,2020年9月8日,tournament,4,10,145,148,,
1,1,2020年9月8日,undertake,4,10,79,144,,
1,0,,accusation,4,10,147,148,,
1,0,,agent,4,10,52,143,,
1,0,,aggressiveness,4,10,94,145,aggressive,
1,0,,aluminum,4,10,108,145,,
1,0,,apparatus,4,10,6,140,,
1,0,,aroma,4,10,136,147,,
1,0,,assess,4,10,21,141,,
1,0,,assign,4,10,47,142,,
1,0,,attribute,4,10,71,143,,
1,0,,audible,4,10,156,148,,
1,0,,audition,4,10,60,143,,
1,0,,autonomous,4,10,28,141,,
1,0,,avoidance,4,10,5,140,,
1,0,,awkward,4,10,161,149,,
1,0,,bargain,4,10,148,148,,
1,0,,belly,4,10,144,147,,
1,0,,blacksmith,4,10,63,143,,
1,0,,boom,4,10,65,143,,
1,0,,bust,4,10,19,141,,
1,0,,cancer,4,10,142,147,,
1,0,,cart,4,10,125,146,,
1,0,,carve,4,10,22,141,,
1,0,,cautious,4,10,143,147,,
1,0,,clearing,4,10,61,143,,
1,0,,cluster,4,10,12,140,,
1,0,,collaborate,4,10,97,145,,
1,0,,commute,4,10,91,145,,
1,0,,conceive,4,10,3,140,,
1,0,,conception,4,10,26,141,,
1,0,,conformity,4,10,72,144,,
1,0,,consolidate,4,10,90,145,,
1,0,,contradict,4,10,74,144,,
1,0,,corruption,4,10,42,142,,
1,0,,court,4,10,86,144,,
1,0,,crisp,4,10,162,149,,
1,0,,critical,4,10,2,140,,
1,0,,curtain,4,10,126,146,,
1,0,,dash,4,10,129,147,,
1,0,,decay,4,10,4,140,,
1,0,,definite,4,10,111,146,,
1,0,,devastate,4,10,36,142,,
1,0,,dim,4,10,70,143,,
1,0,,disclose,4,10,163,149,,
1,0,,discredit,4,10,49,142,,
1,0,,dispute,4,10,80,144,,
1,0,,disruption,4,10,82,144,,
1,0,,domain,4,10,130,147,,
1,0,,drown,4,10,99,145,,
1,0,,dynasty,4,10,109,145,,
1,0,,eliminate,4,10,110,146,,
1,0,,encounter,4,10,105,145,,
1,0,,endanger,4,10,55,143,,
1,0,,energetic,4,10,138,147,,
1,0,,enforce,4,10,59,143,,
1,0,,ensure,4,10,57,143,,
1,0,,equator,4,10,112,146,,
1,0,,essence,4,10,41,142,,
1,0,,evaluate,4,10,11,140,,
1,0,,excess,4,10,18,141,,
1,0,,exert,4,10,44,142,,
1,0,,exhaust,4,10,17,141,,
1,0,,expenditure,4,10,31,141,,
1,0,,explosion,4,10,9,140,,
1,0,,extension,4,10,149,148,,
1,0,,fierce,4,10,15,141,,
1,0,,fireworks,4,10,157,148,firework,
1,0,,flaw,4,10,83,144,,
1,0,,flock,4,10,100,145,,
1,0,,forerunner,4,10,27,141,,
1,0,,frown,4,10,88,144,,
1,0,,generalization,4,10,92,145,,
1,0,,granite,4,10,84,144,,
1,0,,graphic,4,10,158,148,,
1,0,,gymnastic,4,10,29,141,,
1,0,,heredity,4,10,38,142,,
1,0,,hibernate,4,10,33,142,,
1,0,,hostile,4,10,106,145,,
1,0,,humiliate,4,10,81,144,,
1,0,,hybrid,4,10,93,145,,
1,0,,hypothesis,4,10,89,144,,
1,0,,identification,4,10,115,146,,
1,0,,immigration,4,10,150,148,,
1,0,,installation,4,10,133,147,,
1,0,,interdependence,4,10,23,141,,
1,0,,jealous,4,10,151,148,,
1,0,,justify,4,10,25,141,,
1,0,,large-scale,4,10,16,141,,
1,0,,lawn,4,10,127,146,,
1,0,,license,4,10,159,148,,
1,0,,lunar,4,10,76,144,,
1,0,,manual,4,10,62,143,,
1,0,,maritime,4,10,103,145,,
1,0,,maximal,4,10,67,143,,
1,0,,mechanism,4,10,114,146,,
1,0,,medal,4,10,167,149,,
1,0,,median,4,10,35,142,,
1,0,,mediate,4,10,20,141,,
1,0,,medication,4,10,152,148,,
1,0,,memorial,4,10,123,146,,
1,0,,migrant,4,10,1,140,,
1,0,,mold,4,10,51,143,,
1,0,,necklace,4,10,132,147,,
1,0,,newsletter,4,10,168,149,,
1,0,,oversimplification,4,10,8,140,,
1,0,,panic,4,10,104,145,,
1,0,,paraphrase,4,10,153,148,,
1,0,,perimeter,4,10,120,146,,
1,0,,phoenix,4,10,66,143,,
1,0,,predatory,4,10,34,142,,
1,0,,primate,4,10,139,147,,
1,0,,problematic,4,10,101,145,,
1,0,,procedure,4,10,117,146,,
1,0,,process,4,10,10,140,,
1,0,,projection,4,10,39,142,,
1,0,,proverb,4,10,122,146,,
1,0,,quest,4,10,85,144,,
1,0,,questionnaire,4,10,48,142,,
1,0,,radius,4,10,118,146,,
1,0,,rag,4,10,46,142,,
1,0,,rebellion,4,10,56,143,,
1,0,,receipt,4,10,154,148,,
1,0,,reclaim,4,10,107,145,,
1,0,,rectangle,4,10,119,146,,
1,0,,restoration,4,10,102,145,,
1,0,,revival,4,10,37,142,,
1,0,,rid,4,10,75,144,,
1,0,,rodent,4,10,98,145,,
1,0,,scar,4,10,155,148,,
1,0,,sculpture,4,10,58,143,,
1,0,,sighting,4,10,116,146,,
1,0,,skull,4,10,45,142,,
1,0,,slot,4,10,169,149,,
1,0,,sneaker,4,10,140,147,,
1,0,,splash,4,10,32,142,,
1,0,,spray,4,10,40,142,,
1,0,,stir,4,10,124,146,,
1,0,,stove,4,10,131,147,,
1,0,,subscribe,4,10,7,140,,
1,0,,suspect,4,10,50,142,,
1,0,,suspicious,4,10,14,141,,
1,0,,tag,4,10,128,147,,
1,0,,tattoo,4,10,141,147,,
1,0,,throne,4,10,160,149,,
1,0,,tick,4,10,135,147,,
1,0,,timescale,4,10,53,143,,
1,0,,tin,4,10,54,143,,
1,0,,torrent,4,10,171,149,,
1,0,,trademark,4,10,172,149,,
1,0,,trait,4,10,24,141,,
1,0,,tribute,4,10,137,147,,
1,0,,twist,4,10,113,146,,
1,0,,ultimately,4,10,96,145,,
1,0,,unevenly,4,10,30,141,uneven,
1,0,,virtual,4,10,69,143,,
1,0,,visualize,4,10,173,149,,
1,0,,voltage,4,10,121,146,,
1,0,,waist,4,10,146,148,,
1,0,,wander,4,10,64,143,,
1,0,,wig,4,10,174,149,,
