背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
1,1,2020年9月7日,decline,3,10,,79,,
1,1,2020年9月7日,revenue,3,10,,82,,
1,1,2020年9月7日,shade,3,10,,81,,
1,0,,absorb,3,10,,78,,
1,0,,accomplish,3,10,,82,,
1,0,,address,3,10,,74,,
1,0,,administer,3,10,,80,,
1,0,,annual,3,10,,79,,
1,0,,appreciate,3,10,,82,,
1,0,,association,3,10,,82,,
1,0,,auditorium,3,10,,77,,
1,0,,automobile,3,10,,74,,
1,0,,browse,3,10,,77,,
1,0,,calculate,3,10,,78,,
1,0,,calendar,3,10,,75,,
1,0,,channel,3,10,,81,,
1,0,,contract,3,10,,75,,
1,0,,covering,3,10,,79,,
1,0,,craft,3,10,,81,,
1,0,,curve,3,10,,76,,
1,0,,decoration,3,10,,78,,
1,0,,defensive,3,10,,76,,
1,0,,detector,3,10,,74,,
1,0,,determination,3,10,,77,,
1,0,,diagram,3,10,,81,,
1,0,,dimension,3,10,,77,,
1,0,,disprove,3,10,,81,,
1,0,,dive,3,10,,78,,
1,0,,ecology,3,10,,83,,
1,0,,effective,3,10,,74,,
1,0,,elect,3,10,,75,,
1,0,,electronics,3,10,,76,,
1,0,,embrace,3,10,,83,,
1,0,,emergency,3,10,,77,,
1,0,,emigrate,3,10,,76,,
1,0,,enroll,3,10,,77,,
1,0,,faith,3,10,,81,,
1,0,,fascinate,3,10,,79,,
1,0,,finance,3,10,,78,,
1,0,,foresee,3,10,,82,,
1,0,,forgetful,3,10,,74,,
1,0,,fortune,3,10,,80,,
1,0,,genetic,3,10,,80,,
1,0,,genius,3,10,,79,,
1,0,,graduation,3,10,,76,,
1,0,,herd,3,10,,78,,
1,0,,inspiration,3,10,,78,,
1,0,,instantly,3,10,,80,,
1,0,,intense,3,10,,79,,
1,0,,interrelationship,3,10,,78,,
1,0,,introductory,3,10,,74,,
1,0,,investigate,3,10,,76,,
1,0,,joint,3,10,,75,,
1,0,,journalism,3,10,,77,,
1,0,,justice,3,10,,75,,
1,0,,leaflet,3,10,,80,,
1,0,,leak,3,10,,79,,
1,0,,legendary,3,10,,77,,
1,0,,lengthy,3,10,,74,,
1,0,,lighten,3,10,,80,,
1,0,,likelihood,3,10,,75,,
1,0,,make-up,3,10,,79,,
1,0,,memorable,3,10,,76,,
1,0,,mere,3,10,,74,,
1,0,,military,3,10,,79,,
1,0,,mountainous,3,10,,75,,
1,0,,necessity,3,10,,77,,
1,0,,negative,3,10,,75,,
1,0,,originate,3,10,,76,,
1,0,,outstanding,3,10,,76,,
1,0,,participant,3,10,,80,,
1,0,,peek,3,10,,79,,
1,0,,practical,3,10,,76,,
1,0,,precise,3,10,,76,,
1,0,,priority,3,10,,82,,
1,0,,proof,3,10,,76,,
1,0,,publication,3,10,,75,,
1,0,,realm,3,10,,78,,
1,0,,reform,3,10,,78,,
1,0,,release,3,10,,80,,
1,0,,relevant,3,10,,81,,
1,0,,reliance,3,10,,74,,
1,0,,remainder,3,10,,82,,
1,0,,represent,3,10,,83,,
1,0,,resist,3,10,,79,,
1,0,,restrictive,3,10,,75,,
1,0,,route,3,10,,80,,
1,0,,royal,3,10,,74,,
1,0,,severe,3,10,,83,,
1,0,,signature,3,10,,75,,
1,0,,sink,3,10,,81,,
1,0,,slightly,3,10,,77,,
1,0,,slope,3,10,,82,,
1,0,,status,3,10,,76,,
1,0,,steady,3,10,,77,,
1,0,,strictly,3,10,,74,,
1,0,,suffer,3,10,,82,,
1,0,,summarize,3,10,,83,,
1,0,,superior,3,10,,79,,
1,0,,survival,3,10,,83,,
1,0,,terminal,3,10,,78,,
1,0,,texture,3,10,,76,,
1,0,,theory,3,10,,78,,
1,0,,tie,3,10,,81,,
1,0,,tolerate,3,10,,80,,
1,0,,toxic,3,10,,81,,
1,0,,translate,3,10,,77,,
1,0,,triumph,3,10,,78,,
1,0,,twinkle,3,10,,75,,
1,0,,typical,3,10,,80,,
1,0,,unaware,3,10,,78,,
1,0,,uncommon,3,10,,79,,
1,0,,unite,3,10,,80,,
1,0,,unity,3,10,,80,,
1,0,,usage,3,10,,82,,
1,0,,vapor,3,10,,81,,
1,0,,vision,3,10,,82,,
1,0,,weed,3,10,,77,,
