背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
1,1,2020年9月7日,extent,3,6,,48,,
1,1,2020年9月7日,originality,3,6,,42,,
1,1,2020年9月7日,pretend,3,6,,49,,
1,1,2020年9月7日,pro,3,6,,49,,
1,1,2020年9月7日,radiate,3,6,,47,,
1,0,,accessible,3,6,,49,,
1,0,,adventure,3,6,,42,,
1,0,,analyze,3,6,,45,,
1,0,,angular,3,6,,44,,
1,0,,approve,3,6,,43,,
1,0,,atmosphere,3,6,,42,,
1,0,,attempt,3,6,,44,,
1,0,,cap,3,6,,46,,
1,0,,combine,3,6,,44,,
1,0,,complex,3,6,,46,,
1,0,,confusing,3,6,,48,,
1,0,,conquer,3,6,,46,,
1,0,,consume,3,6,,46,,
1,0,,dare,3,6,,44,,
1,0,,dealer,3,6,,43,,
1,0,,debate,3,6,,49,,
1,0,,dense,3,6,,47,,
1,0,,discount,3,6,,45,,
1,0,,division,3,6,,48,,
1,0,,engagement,3,6,,46,,
1,0,,examine,3,6,,49,,
1,0,,explosive,3,6,,46,,
1,0,,expressive,3,6,,46,,
1,0,,faculty,3,6,,42,,
1,0,,faint,3,6,,42,,
1,0,,fatty,3,6,,44,,
1,0,,flexible,3,6,,47,,
1,0,,focus,3,6,,49,,
1,0,,fold,3,6,,45,,
1,0,,greet,3,6,,46,,
1,0,,guidance,3,6,,47,,
1,0,,historic,3,6,,49,,
1,0,,imaginative,3,6,,43,,
1,0,,inconvenient,3,6,,46,,
1,0,,inherit,3,6,,48,,
1,0,,initially,3,6,,47,,
1,0,,invade,3,6,,43,,
1,0,,investor,3,6,,48,,
1,0,,kneel,3,6,,42,,
1,0,,label,3,6,,45,,
1,0,,lengthen,3,6,,43,,
1,0,,localize,3,6,,48,,
1,0,,logical,3,6,,47,,
1,0,,massive,3,6,,43,,
1,0,,means,3,6,,44,,
1,0,,measurement,3,6,,49,,
1,0,,mechanization,3,6,,45,,
1,0,,misfortune,3,6,,46,,
1,0,,mismatch,3,6,,46,,
1,0,,myth,3,6,,44,,
1,0,,noticeable,3,6,,45,,
1,0,,occurrence,3,6,,48,,
1,0,,option,3,6,,46,,
1,0,,organism,3,6,,43,,
1,0,,overcome,3,6,,47,,
1,0,,permanent,3,6,,49,,
1,0,,permission,3,6,,45,,
1,0,,persuasive,3,6,,43,,
1,0,,plural,3,6,,44,,
1,0,,poisonous,3,6,,43,,
1,0,,preparedness,3,6,,44,,
1,0,,probability,3,6,,47,,
1,0,,project,3,6,,44,,
1,0,,purity,3,6,,42,,
1,0,,puzzle,3,6,,46,,
1,0,,regulation,3,6,,42,,
1,0,,reinvent,3,6,,42,,
1,0,,relativity,3,6,,48,,
1,0,,reliable,3,6,,43,,
1,0,,reveal,3,6,,44,,
1,0,,reward,3,6,,45,,
1,0,,ruin,3,6,,43,,
1,0,,schedule,3,6,,47,,
1,0,,scope,3,6,,48,,
1,0,,security,3,6,,47,,
1,0,,shallow,3,6,,43,,
1,0,,sketch,3,6,,48,,
1,0,,skyscraper,3,6,,46,,
1,0,,statistical,3,6,,42,,
1,0,,string,3,6,,44,,
1,0,,summary,3,6,,44,,
1,0,,systematic,3,6,,46,,
1,0,,threaten,3,6,,47,,
1,0,,tone,3,6,,48,,
1,0,,trace,3,6,,48,,
1,0,,transfer,3,6,,45,,
1,0,,transform,3,6,,45,,
1,0,,unexplored,3,6,,45,,
1,0,,unimproved,3,6,,47,,
1,0,,unstable,3,6,,43,,
1,0,,utilize,3,6,,43,,
1,0,,vote,3,6,,45,,
1,0,,walkway,3,6,,45,,
1,0,,warrior,3,6,,48,,
1,0,,wool,3,6,,44,,
