背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
1,1,2020年9月7日,con,3,7,,55,,
1,1,2020年9月7日,discipline,3,7,,52,,
1,1,2020年9月7日,thrive,3,7,,52,,
1,0,,acceptance,3,7,,56,,
1,0,,appoint,3,7,,56,,
1,0,,astonish,3,7,,51,,
1,0,,athletics,3,7,,51,,
1,0,,awareness,3,7,,55,,
1,0,,bark,3,7,,53,,
1,0,,biodiversity,3,7,,52,,
1,0,,botany,3,7,,53,,
1,0,,brief,3,7,,57,,
1,0,,cattle,3,7,,54,,
1,0,,certify,3,7,,56,,
1,0,,charge,3,7,,56,,
1,0,,civil,3,7,,57,,
1,0,,cliff,3,7,,54,,
1,0,,coach,3,7,,50,,
1,0,,connect,3,7,,50,,
1,0,,connection,3,7,,54,,
1,0,,consist,3,7,,53,,
1,0,,continuity,3,7,,53,,
1,0,,convince,3,7,,50,,
1,0,,criticize,3,7,,52,,
1,0,,currency,3,7,,57,,
1,0,,curriculum,3,7,,53,,
1,0,,define,3,7,,55,,
1,0,,definitely,3,7,,52,,
1,0,,depress,3,7,,52,,
1,0,,destination,3,7,,54,,
1,0,,digestive,3,7,,51,,
1,0,,divider,3,7,,52,,
1,0,,ecosystem,3,7,,55,,
1,0,,emotion,3,7,,50,,
1,0,,examination,3,7,,52,,
1,0,,experimental,3,7,,56,,
1,0,,explode,3,7,,53,,
1,0,,extra,3,7,,54,,
1,0,,extraordinary,3,7,,54,,
1,0,,factual,3,7,,56,,
1,0,,fate,3,7,,57,,
1,0,,faulty,3,7,,54,,
1,0,,favor,3,7,,51,,
1,0,,found,3,7,,51,,
1,0,,gathering,3,7,,56,,
1,0,,general,3,7,,55,,
1,0,,handy,3,7,,55,,
1,0,,heighten,3,7,,56,,
1,0,,hemisphere,3,7,,50,,
1,0,,heroic,3,7,,54,,
1,0,,illustrate,3,7,,53,,
1,0,,impact,3,7,,55,,
1,0,,imply,3,7,,51,,
1,0,,impression,3,7,,52,,
1,0,,inadequate,3,7,,54,,
1,0,,inclusion,3,7,,52,,
1,0,,independent,3,7,,52,,
1,0,,indication,3,7,,56,,
1,0,,insignificant,3,7,,51,,
1,0,,interrupt,3,7,,53,,
1,0,,laboratory,3,7,,55,,
1,0,,maintain,3,7,,53,,
1,0,,majority,3,7,,53,,
1,0,,mass,3,7,,54,,
1,0,,medium,3,7,,53,,
1,0,,mill,3,7,,55,,
1,0,,minimize,3,7,,54,,
1,0,,neat,3,7,,51,,
1,0,,nutritious,3,7,,55,,
1,0,,oven,3,7,,55,,
1,0,,overtime,3,7,,56,,
1,0,,participate,3,7,,55,,
1,0,,paste,3,7,,51,,
1,0,,perfection,3,7,,56,,
1,0,,plug,3,7,,51,,
1,0,,polish,3,7,,51,,
1,0,,projector,3,7,,56,,
1,0,,realization,3,7,,55,,
1,0,,redirect,3,7,,52,,
1,0,,redistribution,3,7,,50,,
1,0,,refer,3,7,,56,,
1,0,,refill,3,7,,54,,
1,0,,reluctant,3,7,,50,,
1,0,,reorganize,3,7,,51,,
1,0,,reschedule,3,7,,51,,
1,0,,resistance,3,7,,50,,
1,0,,resource,3,7,,55,,
1,0,,rush,3,7,,50,,
1,0,,satellite,3,7,,57,,
1,0,,shuttle,3,7,,53,,
1,0,,sole,3,7,,50,,
1,0,,spotlight,3,7,,51,,
1,0,,supernatural,3,7,,50,,
1,0,,terrify,3,7,,56,,
1,0,,universal,3,7,,54,,
1,0,,unsupported,3,7,,56,,
1,0,,urge,3,7,,52,,
1,0,,variety,3,7,,57,,
1,0,,voyage,3,7,,51,,
1,0,,wipe,3,7,,53,,
