5,0.09,2020年12月12日,100,,,,,,,,本行表示本列表背诵次数，最后一次遗忘率和最后一次背诵时间
背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,易混淆1,易混淆2,助记备注,
,0,,abstract,3,9,92,72,,,,
,3,2020年12月12日,advocate,3,9,94,72,,,,
,0,,agriculture,3,9,26,67,,,,
,0,,ambitious,3,9,98,73,,,,
,0,,ancestor,3,9,7,66,,,,
,0,,arise,3,9,10,66,,,,
,0,,bold,3,9,23,67,,,,
,0,,breadth,3,9,29,68,,,,
,0,,breast,3,9,89,72,,,,
,0,,civilian,3,9,76,71,,,,
,0,,coexist,3,9,9,66,,,,
,0,,comparable,3,9,53,70,,,,
,0,,conflict,3,9,13,67,,,,
,0,,convenience,3,9,70,71,,,,
,3,2020年12月12日,cope,3,9,37,68,copper,,,
,0,,corporation,3,9,2,66,,,,
,0,,democracy,3,9,3,66,,,,
,1,2020年12月12日,deprive,3,9,80,71,,,,
,0,,diligently,3,9,34,68,,,,
,1,2020年9月7日,disrupt,3,9,4,66,,,,
,0,,diversity,3,9,75,71,,,,
,0,,domestic,3,9,39,68,,,,
,0,,dramatic,3,9,62,70,,,,
,0,,drought,3,9,65,70,,,,
,0,,elevate,3,9,67,71,,,,
,0,,embarrass,3,9,71,71,,,,
,0,,endure,3,9,96,73,,,,
,0,,enhance,3,9,97,73,,,,
,0,,exhibit,3,9,22,67,,,,
,0,,fashionable,3,9,58,70,,,,
,0,,financial,3,9,93,72,,,,
,0,,firmly,3,9,48,69,,,,
,0,,flame,3,9,35,68,,,,
,0,,flyer,3,9,66,70,,,,
,2,2020年9月27日,folk,3,9,18,67,,,,
,0,,fountain,3,9,69,71,,,,
,0,,frequency,3,9,84,72,,,,
,0,,generate,3,9,59,70,,,,
,0,,geologist,3,9,64,70,,,,
,0,,grain,3,9,95,73,,,,
,0,,graphical,3,9,45,69,,,,
,0,,hallway,3,9,83,72,,,,
,0,,host,3,9,25,67,,,,
,1,2020年9月7日,humble,3,9,33,68,,,,
,0,,illusion,3,9,15,67,,,,
,0,,imaginary,3,9,46,69,,,,
,0,,imitate,3,9,77,71,,,,
,0,,immigrate,3,9,38,68,,,,
,0,,incoming,3,9,44,69,,,,
,0,,individualism,3,9,54,70,,,,
,1,2020年9月7日,innovate,3,9,79,71,,,,
,0,,instability,3,9,68,71,,,,
,0,,limitation,3,9,57,70,,,,
,0,,log,3,9,85,72,,,,
,0,,longevity,3,9,86,72,,,,
,0,,luxury,3,9,42,69,,,,
,0,,modest,3,9,87,72,,,,
,0,,monument,3,9,40,69,,,,
,0,,navigate,3,9,50,69,,,,
,3,2020年12月12日,notable,3,9,99,73,notion,,,
,3,2020年12月12日,notion,3,9,88,72,notable,,,
,0,,nutrition,3,9,16,67,,,,
,0,,observe,3,9,100,73,,,,
,0,,outweigh,3,9,82,72,,,,
,0,,partnership,3,9,30,68,,,,
,0,,performance,3,9,72,71,,,,
,0,,persuade,3,9,6,66,,,,
,0,,petroleum,3,9,19,67,,,,
,0,,philosopher,3,9,78,71,,,,
,0,,positive,3,9,43,69,,,,
,0,,pot,3,9,17,67,,,,
,0,,productive,3,9,14,67,,,,
,0,,profitable,3,9,41,69,,,,
,0,,protective,3,9,60,70,,,,
,1,2020年12月12日,publicity,3,9,31,68,,,,
,0,,rate,3,9,47,69,,,,
,1,2020年12月12日,resident,3,9,5,66,,,,
,1,2020年12月12日,restrain,3,9,52,70,,,,
,0,,ridiculous,3,9,73,71,,,,
,0,,roll,3,9,27,68,,,,
,0,,rural,3,9,55,70,,,,
,1,2020年9月10日,session,3,9,11,66,,,,
,0,,slice,3,9,49,69,,,,
,0,,solely,3,9,32,68,,,,
,0,,specialization,3,9,74,71,,,,
,1,2020年12月12日,spectator,3,9,1,66,spectacular ,speculate,,
,0,,statistics,3,9,8,66,,,,
,0,,supplier,3,9,63,70,,,,
,0,,temporary,3,9,51,69,,,,
,0,,tidy,3,9,56,70,,,,
,0,,totality,3,9,12,67,,,,
,0,,uneducated,3,9,91,72,,,,
,0,,unify,3,9,21,67,,,,
,0,,unpredictable,3,9,36,68,,,,
,0,,unquestionable,3,9,24,67,,,,
,0,,upstream,3,9,61,70,,,,
,0,,welfare,3,9,90,72,,,,
,0,,widespread,3,9,28,68,,,,
,0,,willingness,3,9,20,67,,,,
,0,,workshop,3,9,81,72,,,,
