背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
1,1,2020年9月7日,amuse,3,3,,22,,
1,1,2020年9月7日,magnificent,3,3,,19,,
1,1,2020年9月7日,talented,3,3,,21,,
1,1,2020年9月7日,trend,3,3,,23,,
1,0,,access,3,3,,24,,
1,0,,achievement,3,3,,19,,
1,0,,adaptation,3,3,,25,,
1,0,,administration,3,3,,18,,
1,0,,aid,3,3,,21,,
1,0,,alphabet,3,3,,24,,
1,0,,application,3,3,,20,,
1,0,,apply,3,3,,18,,
1,0,,assert,3,3,,24,,
1,0,,athlete,3,3,,23,,
1,0,,attain,3,3,,24,,
1,0,,automatic,3,3,,22,,
1,0,,bend,3,3,,22,,
1,0,,calorie,3,3,,24,,
1,0,,centralize,3,3,,19,,
1,0,,challenge,3,3,,19,,
1,0,,chart,3,3,,18,,
1,0,,chief,3,3,,21,,
1,0,,coastal,3,3,,21,,
1,0,,coincide,3,3,,23,,
1,0,,collide,3,3,,19,,
1,0,,colony,3,3,,20,,
1,0,,comedy,3,3,,24,,
1,0,,commerce,3,3,,23,,
1,0,,committee,3,3,,19,,
1,0,,community,3,3,,22,,
1,0,,complaint,3,3,,19,,
1,0,,compute,3,3,,22,,
1,0,,cooperate,3,3,,21,,
1,0,,counter,3,3,,20,,
1,0,,crew,3,3,,23,,
1,0,,criticism,3,3,,24,,
1,0,,curly,3,3,,20,,
1,0,,deny,3,3,,25,,
1,0,,determine,3,3,,24,,
1,0,,disaster,3,3,,21,,
1,0,,drift,3,3,,20,,
1,0,,efficient,3,3,,25,,
1,0,,emerge,3,3,,23,,
1,0,,emperor,3,3,,21,,
1,0,,employee,3,3,,22,,
1,0,,exception,3,3,,20,,
1,0,,fancy,3,3,,18,,
1,0,,faraway,3,3,,20,,
1,0,,forum,3,3,,24,,
1,0,,fundamental,3,3,,24,,
1,0,,govern,3,3,,25,,
1,0,,harmony,3,3,,24,,
1,0,,hint,3,3,,24,,
1,0,,immediate,3,3,,23,,
1,0,,incredible,3,3,,19,,
1,0,,informant,3,3,,20,,
1,0,,interact,3,3,,22,,
1,0,,irregular,3,3,,18,,
1,0,,literature,3,3,,22,,
1,0,,masterpiece,3,3,,20,,
1,0,,multiple,3,3,,20,,
1,0,,neutral,3,3,,18,,
1,0,,occupy,3,3,,24,,
1,0,,operator,3,3,,23,,
1,0,,orbit,3,3,,21,,
1,0,,organ,3,3,,20,,
1,0,,overseas,3,3,,22,,
1,0,,pant,3,3,,22,,
1,0,,poke,3,3,,23,,
1,0,,pose,3,3,,20,,
1,0,,presentation,3,3,,23,,
1,0,,qualify,3,3,,20,,
1,0,,quarter,3,3,,20,,
1,0,,recognition,3,3,,21,,
1,0,,reintroduce,3,3,,19,,
1,0,,reliability,3,3,,21,,
1,0,,remark,3,3,,21,,
1,0,,residential,3,3,,19,,
1,0,,scheme,3,3,,21,,
1,0,,seek,3,3,,23,,
1,0,,serious,3,3,,19,,
1,0,,shellfish,3,3,,24,,
1,0,,shield,3,3,,24,,
1,0,,solar,3,3,,18,,
1,0,,span,3,3,,18,,
1,0,,standardize,3,3,,19,,
1,0,,straighten,3,3,,22,,
1,0,,sum,3,3,,22,,
1,0,,technician,3,3,,24,,
1,0,,technological,3,3,,22,,
1,0,,thoughtful,3,3,,21,,
1,0,,thrill,3,3,,22,,
1,0,,tropic,3,3,,23,,
1,0,,tunnel,3,3,,20,,
1,0,,volcano,3,3,,18,,
1,0,,warfare,3,3,,22,,
1,0,,warn,3,3,,23,,
1,0,,withdraw,3,3,,19,,
1,0,,witness,3,3,,18,,
1,0,,wrap,3,3,,23,,
