1,0,2020年9月24日,100,,,,,,,本行表示本列表背诵次数，最后一次遗忘率和最后一次背诵时间
背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,易混淆1,助记备注,
,0,,accident,1,4,69,257,,,
,0,,across,1,4,11,255,,,
,0,,advisor,1,4,75,257,,,
,0,,aim,1,4,46,256,,,
,0,,airplane,1,4,67,257,,,
,0,,Asia,1,4,96,258,,,
,0,,attack,1,4,27,256,,,
,0,,back,1,4,40,256,,,
,0,,bat,1,4,31,256,,,
,0,,beat,1,4,48,256,,,
,0,,because,1,4,86,258,,,
,0,,bedroom,1,4,20,255,,,
,0,,beginning,1,4,9,255,,,
,0,,birthday,1,4,25,256,,,
,0,,bite,1,4,100,258,,,
,0,,boat,1,4,45,256,,,
,0,,British,1,4,95,258,,,
,0,,carry,1,4,23,255,,,
,0,,cent,1,4,19,255,,,
,0,,certain,1,4,87,258,,,
,0,,chair,1,4,50,256,,,
,0,,chemistry,1,4,35,256,,,
,0,,clever,1,4,98,258,,,
,0,,club,1,4,29,256,,,
,0,,control,1,4,61,257,,,
,0,,diamond,1,4,33,256,,,
,0,,dictionary,1,4,65,257,,,
,0,,different,1,4,59,257,,,
,0,,dirty,1,4,22,255,,,
,0,,double,1,4,89,258,,,
,0,,drink,1,4,90,258,,,
,0,,either,1,4,91,258,,,
,0,,fail,1,4,28,256,,,
,0,,famous,1,4,68,257,,,
,0,,farm,1,4,55,257,,,
,0,,finger,1,4,7,255,,,
,0,,fool,1,4,94,258,,,
,0,,free,1,4,56,257,,,
,0,,garbage,1,4,85,258,,,
,0,,guitar,1,4,16,255,,,
,0,,harm,1,4,53,257,,,
,0,,harmless,1,4,1,255,,,
,0,,headache,1,4,2,255,,,
,0,,healthy,1,4,80,258,,,
,0,,heavy,1,4,13,255,,,
,0,,hill,1,4,17,255,,,
,0,,honest,1,4,93,258,,,
,0,,iceberg,1,4,37,256,,,
,0,,invite,1,4,43,256,,,
,0,,Italy,1,4,52,256,,,
,0,,key,1,4,71,257,,,
,0,,lake,1,4,10,255,,,
,0,,law,1,4,47,256,,,
,0,,luck,1,4,66,257,,,
,0,,mainland,1,4,4,255,,,
,0,,may,1,4,30,256,,,
,0,,member,1,4,70,257,,,
,0,,moment,1,4,83,258,,,
,0,,month,1,4,12,255,,,
,0,,moon,1,4,39,256,,,
,0,,natural,1,4,41,256,,,
,0,,neighbor,1,4,74,257,,,
,0,,nut,1,4,38,256,,,
,0,,often,1,4,77,257,,,
,0,,only,1,4,36,256,,,
,0,,outdoor,1,4,64,257,,,
,0,,pity,1,4,62,257,,,
,0,,pool,1,4,73,257,,,
,0,,population,1,4,97,258,,,
,0,,possibly,1,4,51,256,,,
,0,,radio,1,4,8,255,,,
,0,,rain,1,4,84,258,,,
,0,,ready,1,4,76,257,,,
,0,,relationship,1,4,44,256,,,
,0,,relax,1,4,88,258,,,
,0,,safe,1,4,78,257,,,
,0,,school,1,4,99,258,,,
,0,,seller,1,4,18,255,,,
,0,,sentence,1,4,72,257,,,
,0,,service,1,4,3,255,,,
,0,,shoe,1,4,92,258,,,
,0,,spring,1,4,54,257,,,
,0,,stranger,1,4,60,257,,,
,0,,such,1,4,5,255,,,
,0,,supermarket,1,4,26,256,,,
,0,,technology,1,4,34,256,,,
,0,,tell,1,4,6,255,,,
,0,,thought,1,4,21,255,,,
,0,,tongue,1,4,14,255,,,
,0,,traditionally,1,4,57,257,,,
,0,,trash,1,4,63,257,,,
,0,,war,1,4,24,256,,,
,0,,warm,1,4,15,255,,,
,0,,way,1,4,79,258,,,
,0,,westward,1,4,49,256,,,
,0,,wind,1,4,82,258,,,
,0,,wing,1,4,81,258,,,
,0,,wish,1,4,42,256,,,
,0,,wonderful,1,4,58,257,,,
,0,,yummy,1,4,32,256,,,
