1,0,2020年9月25日,100,,,,,,,本行表示本列表背诵次数，最后一次遗忘率和最后一次背诵时间
背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,易混淆1,助记备注,
,0,,absent,2,8,60,324,,,
,0,,achieve,2,8,44,323,,,
,0,,admit,2,8,56,324,,,
,0,,advertisement,2,8,74,325,,,
,0,,agreement,2,8,73,324,,,
,0,,assist,2,8,6,322,,,
,0,,audience,2,8,87,325,,,
,0,,awesome,2,8,17,322,,,
,0,,bathe,2,8,32,323,,,
,0,,beast,2,8,22,323,,,
,0,,bill,2,8,46,323,,,
,0,,boarder,2,8,95,325,,,
,0,,chimpanzee,2,8,12,322,,,
,0,,clarify,2,8,93,325,,,
,0,,closet,2,8,84,325,,,
,0,,coal,2,8,65,324,,,
,0,,consumer,2,8,51,324,,,
,0,,corn,2,8,52,324,,,
,0,,course,2,8,38,323,,,
,0,,crocodile,2,8,61,324,,,
,0,,curious,2,8,49,324,,,
,0,,dairy,2,8,27,323,,,
,0,,decrease,2,8,62,324,,,
,0,,deeply,2,8,34,323,,,
,0,,depart,2,8,79,325,,,
,0,,despite,2,8,33,323,,,
,0,,dorm,2,8,57,324,,,
,0,,educate,2,8,25,323,,,
,0,,electrical,2,8,20,322,,,
,0,,encouragement,2,8,42,323,,,
,0,,entirely,2,8,37,323,,,
,0,,estimate,2,8,78,325,,,
,0,,evidence,2,8,45,323,,,
,0,,expression,2,8,15,322,,,
,0,,failure,2,8,26,323,,,
,0,,finish,2,8,75,325,,,
,0,,frank,2,8,91,325,,,
,0,,frequently,2,8,8,322,,,
,0,,gain,2,8,92,325,,,
,0,,gallon,2,8,70,324,,,
,0,,garage,2,8,58,324,,,
,0,,geography,2,8,81,325,,,
,0,,government,2,8,40,323,,,
,0,,grader,2,8,23,323,,,
,0,,grammar,2,8,96,325,,,
,0,,ideal,2,8,50,324,,,
,0,,industry,2,8,59,324,,,
,0,,interview,2,8,16,322,,,
,0,,judge,2,8,54,324,,,
,0,,junior,2,8,1,322,,,
,0,,load,2,8,19,322,,,
,0,,marketplace,2,8,7,322,,,
,0,,meanwhile,2,8,29,323,,,
,0,,medicine,2,8,63,324,,,
,0,,method,2,8,90,325,,,
,0,,monitor,2,8,3,322,,,
,0,,movable,2,8,94,325,,,
,0,,navy,2,8,82,325,,,
,0,,novel,2,8,86,325,,,
,0,,offshore,2,8,69,324,,,
,0,,otherwise,2,8,64,324,,,
,0,,ounce,2,8,99,326,,,
,0,,oyster,2,8,77,325,,,
,0,,palace,2,8,21,323,,,
,0,,partly,2,8,4,322,,,
,0,,patience,2,8,43,323,,,
,0,,permit,2,8,89,325,,,
,0,,personality,2,8,14,322,,,
,0,,photographer,2,8,98,326,,,
,0,,poet,2,8,71,324,,,
,0,,productivity,2,8,39,323,,,
,0,,profit,2,8,53,324,,,
,0,,readily,2,8,72,324,,,
,0,,redo,2,8,11,322,,,
,0,,regardless,2,8,80,325,,,
,0,,rely,2,8,24,323,,,
,0,,responsibility,2,8,76,325,,,
,0,,reuse,2,8,36,323,,,
,0,,ruler,2,8,47,324,,,
,0,,servant,2,8,85,325,,,
,0,,shell,2,8,5,322,,,
,0,,shiny,2,8,13,322,,,
,0,,strengthen,2,8,55,324,,,
,0,,strict,2,8,48,324,,,
,0,,structure,2,8,28,323,,,
,0,,surroundings,2,8,31,323,,,
,0,,Swiss,2,8,18,322,,,
,0,,test,2,8,100,326,,,
,0,,thumb,2,8,83,325,,,
,0,,tip,2,8,67,324,,,
,0,,total,2,8,2,322,,,
,0,,transport,2,8,88,325,,,
,0,,unchanged,2,8,35,323,,,
,0,,uncomfortable,2,8,68,324,,,
,0,,van,2,8,66,324,,,
,0,,Venice,2,8,9,322,,,
,0,,wave,2,8,30,323,,,
,0,,wholly,2,8,41,323,,,
,0,,wonder,2,8,97,325,,,
,0,,worth,2,8,10,322,,,
