1,0.01,2020年9月25日,100,,,,,本行表示本列表背诵次数，最后一次遗忘率和最后一次背诵时间,
背诵次数,忘记次数,最后一次忘记的日期,word,level,list,序号,页数,备注,助记备注
,0,,admirable,2,2,47,297,,
,0,,afford,2,2,44,296,,
,0,,apology,2,2,16,295,,
,0,,arrow,2,2,78,298,,
,0,,assistance,2,2,60,297,,
,0,,assure,2,2,79,298,,
,0,,beggar,2,2,11,295,,
,0,,billboard,2,2,52,297,,
,0,,bone,2,2,2,295,,
,0,,branch,2,2,66,297,,
,0,,brand,2,2,87,298,,
,0,,capability,2,2,22,296,,
,1,2020年9月25日,cereal,2,2,93,298,,
,0,,clerk,2,2,38,296,,
,0,,company,2,2,46,297,,
,0,,confusion,2,2,14,295,,
,0,,creativity,2,2,31,296,,
,0,,damage,2,2,40,296,,
,0,,database,2,2,42,296,,
,0,,decision,2,2,65,297,,
,0,,defeat,2,2,81,298,,
,0,,department,2,2,10,295,,
,0,,design,2,2,67,297,,
,0,,diary,2,2,88,298,,
,0,,diploma,2,2,63,297,,
,0,,disappearance,2,2,71,297,,
,0,,disappointment,2,2,98,298,,
,0,,doubt,2,2,76,298,,
,0,,dusty,2,2,99,298,,
,0,,eager,2,2,13,295,,
,0,,entry,2,2,86,298,,
,0,,equal,2,2,84,298,,
,0,,era,2,2,20,295,,
,0,,export,2,2,82,298,,
,0,,fear,2,2,55,297,,
,0,,fellow,2,2,43,296,,
,0,,fix,2,2,29,296,,
,0,,flood,2,2,92,298,,
,0,,footstep,2,2,1,295,,
,0,,foreign,2,2,61,297,,
,0,,freeze,2,2,39,296,,
,0,,frozen,2,2,33,296,,
,0,,grand,2,2,35,296,,
,0,,hardly,2,2,97,298,,
,0,,hence,2,2,51,297,,
,0,,hesitate,2,2,3,295,,
,0,,highland,2,2,48,297,,
,0,,improvement,2,2,100,298,,
,0,,jewelry,2,2,50,297,,
,0,,laser,2,2,70,297,,
,0,,lecture,2,2,49,297,,
,0,,list,2,2,54,297,,
,0,,litter,2,2,68,297,,
,0,,mainly,2,2,28,296,,
,0,,master,2,2,6,295,,
,0,,meaningful,2,2,83,298,,
,0,,mix,2,2,53,297,,
,0,,monk,2,2,37,296,,
,0,,moveable,2,2,25,296,,
,0,,national,2,2,96,298,,
,0,,oak,2,2,57,297,,
,0,,outgoing,2,2,21,296,,
,0,,pad,2,2,30,296,,
,0,,per,2,2,72,297,,
,0,,perfume,2,2,90,298,,
,0,,pigeon,2,2,59,297,,
,0,,plain,2,2,36,296,,
,0,,plan,2,2,45,296,,
,0,,plant,2,2,32,296,,
,0,,plenty,2,2,64,297,,
,0,,president,2,2,75,298,,
,0,,prevent,2,2,26,296,,
,0,,print,2,2,91,298,,
,0,,production,2,2,5,295,,
,0,,pumpkin,2,2,8,295,,
,0,,purchase,2,2,7,295,,
,0,,reasonable,2,2,89,298,,
,0,,region,2,2,73,297,,
,0,,relation,2,2,34,296,,
,0,,repay,2,2,41,296,,
,0,,respect,2,2,15,295,,
,0,,response,2,2,56,297,,
,0,,rooftop,2,2,12,295,,
,0,,seashell,2,2,85,298,,
,0,,shortage,2,2,94,298,,
,0,,staff,2,2,9,295,,
,0,,steamboat,2,2,77,298,,
,0,,stick,2,2,80,298,,
,0,,succeed,2,2,58,297,,
,0,,swallow,2,2,24,296,,
,0,,text,2,2,4,295,,
,0,,threat,2,2,74,297,,
,0,,tobacco,2,2,62,297,,
,0,,trader,2,2,19,295,,
,0,,underneath,2,2,17,295,,
,0,,unexplained,2,2,23,296,,
,0,,unfair,2,2,95,298,,
,0,,vice,2,2,69,297,,
,0,,wheat,2,2,27,296,,
,0,,wild,2,2,18,295,,
